5.271017405008390222e-01,5.371862751065996644e-01,5.363639304015992426e-01,5.363446036088114210e-01,5.377320168930748157e-01,5.368306936177137390e-01,5.378876893986448415e-01,5.422243156307706702e-01,5.357830422463769615e-01,5.371564841018685588e-01,5.416959517037792660e-01,5.412780676531652180e-01,5.393965268834810534e-01,5.359207263514055297e-01,5.464642327113887754e-01,5.413772143607971099e-01,5.372763204844147600e-01,5.385876613901736665e-01,5.413783221742858309e-01,5.420107545591374976e-01
5.298762954347311371e-01,5.352308194519843632e-01,5.362538007429547005e-01,5.394073596071490284e-01,5.350763806384505328e-01,5.376582480717853052e-01,5.361348719270214724e-01,5.356245218615650616e-01,5.371976468551682427e-01,5.386369420411047937e-01,5.406555133516733891e-01,5.436435623808908435e-01,5.427287716049561395e-01,5.367389716621626672e-01,5.436218465427201663e-01,5.401150270889431004e-01,5.358954988055225632e-01,5.393555788140597107e-01,5.420622213500492226e-01,5.420817026242110703e-01
5.389019996299445614e-01,5.352720516576826570e-01,5.373522446855761858e-01,5.353770212223855074e-01,5.349425486416178321e-01,5.330627728673953403e-01,5.427104328605152350e-01,5.344158903293383389e-01,5.413714730255239083e-01,5.370938414172603537e-01,5.395245993719162136e-01,5.415047507709324082e-01,5.349196009654223483e-01,5.360743013414402958e-01,5.429228884459473825e-01,5.376774869675498003e-01,5.404054023304336596e-01,5.423996623624490754e-01,5.396649875604475621e-01,5.439778249864588577e-01
5.375737069896848741e-01,5.308334784733803602e-01,5.333389432978774547e-01,5.381654931312797041e-01,5.366088485705857725e-01,5.360622554302534315e-01,5.362705566870318297e-01,5.391997220181468098e-01,5.330135429228395338e-01,5.401200372237535685e-01,5.421317804447203237e-01,5.409433196553465883e-01,5.416667162682921033e-01,5.395609447954690108e-01,5.389870657928589326e-01,5.397550570558299343e-01,5.375502696550250592e-01,5.360832125158853101e-01,5.465234176567593805e-01,5.447695795351633619e-01
5.563852393409867148e-01,5.423475422936365753e-01,5.352816336710775058e-01,5.424079161935847493e-01,5.437476025769697463e-01,5.378085672961446795e-01,5.424952195135367417e-01,5.413534294230729627e-01,5.396346769128086418e-01,5.372367028382647458e-01,5.414151501612644024e-01,5.407098443581002112e-01,5.410824464996901728e-01,5.394019500070866835e-01,5.412846916715476908e-01,5.428924285844569653e-01,5.410430525422782466e-01,5.410430525422782466e-01,5.403232532412532985e-01,5.458402126441710411e-01
5.849753776002507566e-01,5.698195238621550640e-01,5.510509223723272232e-01,5.419877475712413517e-01,5.393282107441185191e-01,5.379730722318529779e-01,5.370018602127921703e-01,5.430348126858141056e-01,5.452460323934376074e-01,5.424323718107361136e-01,5.368124222303671811e-01,5.378768112096243836e-01,5.406213751155620750e-01,5.420724773032539190e-01,5.413518488699403663e-01,5.417364442285489412e-01,5.436272761005132015e-01,5.372338695258034313e-01,5.423971892973121767e-01,5.423971892973121767e-01
6.239338959991087563e-01,5.986625971373467081e-01,5.822275286587640375e-01,5.554523082118852928e-01,5.501590472151521860e-01,5.429261393270131686e-01,5.443748636886025505e-01,5.358307850984244114e-01,5.398423890673507142e-01,5.431715460293485842e-01,5.361444698545424492e-01,5.422758620517069694e-01,5.450051086140558221e-01,5.398405825519696499e-01,5.388530449611618200e-01,5.465867378124170672e-01,5.404261244703861822e-01,5.461284260850290950e-01,5.404199050916357328e-01,5.433275274980678970e-01
6.178796348196302635e-01,6.192671661144878437e-01,5.989099681392971997e-01,5.713055640116239120e-01,5.583449239317614943e-01,5.452291080367942522e-01,5.438694805819107581e-01,5.434185569409432093e-01,5.438918910292962483e-01,5.480795339912197806e-01,5.391680755709135076e-01,5.451720933319573748e-01,5.462167179155716923e-01,5.422461905199589260e-01,5.393549575136802332e-01,5.445072774483132871e-01,5.403062932298109411e-01,5.432221637307013129e-01,5.449396879465815413e-01,5.399340068219120603e-01
6.591843507089033549e-01,6.315868091038906451e-01,6.058964069650067952e-01,6.008362252717154295e-01,5.772105421236759515e-01,5.663722360438718795e-01,5.571412503868743427e-01,5.450242398949314282e-01,5.520883763857737936e-01,5.480545753202475945e-01,5.417275339614343599e-01,5.420572715007239140e-01,5.398711398658327942e-01,5.435140982841585311e-01,5.481617073921332128e-01,5.397966528195875524e-01,5.374285641203007113e-01,5.419976638271197800e-01,5.387590857141095757e-01,5.466316549607477260e-01
6.672052507425615397e-01,6.408947152297422845e-01,6.260458019010423092e-01,6.035028869669419871e-01,6.047810894707368323e-01,5.741471834676832309e-01,5.680217243765941504e-01,5.680217243765941504e-01,5.497473294900483420e-01,5.422350726262629150e-01,5.425580145726864867e-01,5.371281539033663233e-01,5.441404775907062730e-01,5.409406979527836556e-01,5.457697603128356389e-01,5.450881555409596846e-01,5.417113483461059031e-01,5.476664426581745460e-01,5.416956421795245946e-01,5.461940870165047368e-01
